variant_id,task,method,lm_window_length,lm_slide_length,lm_top_split,lm_skip,lm_stem_length,lm_prune,lm_likelihood_weight,lm_prior_weight,lm_length_penalty,corpus_filename,result_filename,accuracy,f1,status,source_csv,precision,recall,f_score,resolved_result_file,metric_source
v5,pos,lm-subword,3,3,3,3,7,100,0.15,0.85,none,resources/text//pos/74558660.txt,resources/results/skip/lm-subword/pos/skip//240-3-2046571921.xml,0.865695296524,,found,resources/results/reviewer1/comment1-pos-lm-subword.csv,0.65448931834,0.583133480129,0.601629936465,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-subword/pos/skip/240-3-2046571921.xml,result_file
v6,pos,lm-subword,3,3,5,3,7,100,0.15,0.85,none,resources/text//pos/74559346.txt,resources/results/skip/lm-subword/pos/skip//240-3-1706258797.xml,0.853936605317,,found,resources/results/reviewer1/comment1-pos-lm-subword.csv,0.626130009913,0.552390653572,0.561974289568,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-subword/pos/skip/240-3-1706258797.xml,result_file
v7,pos,lm-subword,4,4,1,4,7,100,0.15,0.85,none,resources/text//pos/74560431.txt,resources/results/skip/lm-subword/pos/skip//240-4--628865625.xml,0.855623721881,,found,resources/results/reviewer1/comment1-pos-lm-subword.csv,0.649879932168,0.6232906226,0.629795639636,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-subword/pos/skip/240-4--628865625.xml,result_file
v8,pos,lm-subword,4,4,3,4,7,100,0.15,0.85,none,resources/text//pos/74561117.txt,resources/results/skip/lm-subword/pos/skip//240-4--969178749.xml,0.862678936605,,found,resources/results/reviewer1/comment1-pos-lm-subword.csv,0.629689205395,0.591998037571,0.599811409733,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-subword/pos/skip/240-4--969178749.xml,result_file
v9,pos,lm-subword,4,4,5,4,7,100,0.15,0.85,none,resources/text//pos/74561803.txt,resources/results/skip/lm-subword/pos/skip//240-4--1309491873.xml,0.856390593047,,found,resources/results/reviewer1/comment1-pos-lm-subword.csv,0.637943135052,0.559522308447,0.574424966335,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-subword/pos/skip/240-4--1309491873.xml,result_file
v10,pos,lm-subword,3,3,3,3,7,100,0.15,0.85,none,resources/text//pos/113265181.txt,resources/results/skip/lm-subword/pos/skip//240-3-1040316675.xml,0.858384458078,,found,resources/results/reviewer1/comment1-pos-lm-subword.csv,0.645459236856,0.562307970064,0.581259919728,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-subword/pos/skip/240-3-1040316675.xml,result_file
v11,pos,lm-subword,3,3,3,3,7,100,0.15,0.85,none,resources/text//pos/117382896.txt,resources/results/skip/lm-subword/pos/skip//240-3-567739113.xml,0.85736196319,,found,resources/results/reviewer1/comment1-pos-lm-subword.csv,0.628350686335,0.578317516361,0.591098404551,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-subword/pos/skip/240-3-567739113.xml,result_file
v12,pos,lm-subword,3,3,3,3,7,100,0.15,0.85,none,resources/text//pos/125618326.txt,resources/results/skip/lm-subword/pos/skip//240-3--377416011.xml,0.859560327198,,found,resources/results/reviewer1/comment1-pos-lm-subword.csv,0.623348961672,0.569037562186,0.578881091135,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-subword/pos/skip/240-3--377416011.xml,result_file
v1,pos,lm-syllable,2,2,1,2,7,100,0.15,0.85,none,resources/text//pos/1312390923.txt,resources/results/skip/lm-syllable/pos/skip//240-2--502145215.xml,0.848721881391,,found,resources/results/reviewer1/comment1-pos-lm-syllable.csv,0.653445750721,0.625997692221,0.633459738006,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-syllable/pos/skip/240-2--502145215.xml,result_file
v2,pos,lm-syllable,2,2,3,2,7,100,0.15,0.85,none,resources/text//pos/1312391609.txt,resources/results/skip/lm-syllable/pos/skip//240-2--842458339.xml,0.83527607362,,found,resources/results/reviewer1/comment1-pos-lm-syllable.csv,0.630508840466,0.547942072401,0.572479555443,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-syllable/pos/skip/240-2--842458339.xml,result_file
v3,pos,lm-syllable,2,2,5,2,7,100,0.15,0.85,none,resources/text//pos/1312392295.txt,resources/results/skip/lm-syllable/pos/skip//240-2--1182771463.xml,0.845245398773,,found,resources/results/reviewer1/comment1-pos-lm-syllable.csv,0.637264018748,0.563957228389,0.586891632977,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-syllable/pos/skip/240-2--1182771463.xml,result_file
v4,pos,lm-syllable,3,3,1,3,7,100,0.15,0.85,none,resources/text//pos/1312393380.txt,resources/results/skip/lm-syllable/pos/skip//240-3-777071411.xml,0.847188139059,,found,resources/results/reviewer1/comment1-pos-lm-syllable.csv,0.658933273547,0.617952551847,0.62937028846,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-syllable/pos/skip/240-3-777071411.xml,result_file
v5,pos,lm-syllable,3,3,3,3,7,100,0.15,0.85,none,resources/text//pos/1312394066.txt,resources/results/skip/lm-syllable/pos/skip//240-3-436758287.xml,0.833537832311,,found,resources/results/reviewer1/comment1-pos-lm-syllable.csv,0.615921531264,0.548346754563,0.566345761661,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-syllable/pos/skip/240-3-436758287.xml,result_file
v6,pos,lm-syllable,3,3,5,3,7,100,0.15,0.85,none,resources/text//pos/1312394752.txt,resources/results/skip/lm-syllable/pos/skip//240-3-96445163.xml,0.838496932515,,found,resources/results/reviewer1/comment1-pos-lm-syllable.csv,0.625113470833,0.54439170843,0.568616410635,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-syllable/pos/skip/240-3-96445163.xml,result_file
v7,pos,lm-syllable,4,4,1,4,7,100,0.15,0.85,none,resources/text//pos/1312395837.txt,resources/results/skip/lm-syllable/pos/skip//240-4-2056288037.xml,0.846472392638,,found,resources/results/reviewer1/comment1-pos-lm-syllable.csv,0.657191328512,0.616637596354,0.627398147069,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-syllable/pos/skip/240-4-2056288037.xml,result_file
v8,pos,lm-syllable,4,4,3,4,7,100,0.15,0.85,none,resources/text//pos/1312396523.txt,resources/results/skip/lm-syllable/pos/skip//240-4-1715974913.xml,0.839161554192,,found,resources/results/reviewer1/comment1-pos-lm-syllable.csv,0.625725013085,0.561780073887,0.581800533772,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-syllable/pos/skip/240-4-1715974913.xml,result_file
v9,pos,lm-syllable,4,4,5,4,7,100,0.15,0.85,none,resources/text//pos/1312397209.txt,resources/results/skip/lm-syllable/pos/skip//240-4-1375661789.xml,0.84054192229,,found,resources/results/reviewer1/comment1-pos-lm-syllable.csv,0.627400279552,0.546414342415,0.569290170201,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-syllable/pos/skip/240-4-1375661789.xml,result_file
v1,sentiment,frequent-ngram,2,2,1,2,7,100,0.15,0.85,none,resources/text//sentiment/175838085.txt,resources/results/skip/frequent-ngram/sentiment/skip//240-2-733130507.xml,0.7444,,found,resources/results/reviewer1/comment1-sentiment-frequent-ngram.csv,0.647623722202,0.598658228629,0.580097110472,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/frequent-ngram/sentiment/skip/240-2-733130507.xml,result_file
v2,sentiment,frequent-ngram,2,2,3,2,7,100,0.15,0.85,none,resources/text//sentiment/175838771.txt,resources/results/skip/frequent-ngram/sentiment/skip//240-2-392817383.xml,0.7163,,found,resources/results/reviewer1/comment1-sentiment-frequent-ngram.csv,0.651834099505,0.580987470654,0.553256377102,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/frequent-ngram/sentiment/skip/240-2-392817383.xml,result_file
v3,sentiment,frequent-ngram,2,2,5,2,7,100,0.15,0.85,none,resources/text//sentiment/175839457.txt,resources/results/skip/frequent-ngram/sentiment/skip//240-2-52504259.xml,0.7474,,found,resources/results/reviewer1/comment1-sentiment-frequent-ngram.csv,0.647781095479,0.602377497847,0.585580306176,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/frequent-ngram/sentiment/skip/240-2-52504259.xml,result_file
v4,sentiment,frequent-ngram,3,3,1,3,7,100,0.15,0.85,none,resources/text//sentiment/175840542.txt,resources/results/skip/frequent-ngram/sentiment/skip//240-3-2012347133.xml,0.722,,found,resources/results/reviewer1/comment1-sentiment-frequent-ngram.csv,0.650432578638,0.585370205456,0.56236040483,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/frequent-ngram/sentiment/skip/240-3-2012347133.xml,result_file
v5,sentiment,frequent-ngram,3,3,3,3,7,100,0.15,0.85,none,resources/text//sentiment/175841228.txt,resources/results/skip/frequent-ngram/sentiment/skip//240-3-1672034009.xml,0.7223,,found,resources/results/reviewer1/comment1-sentiment-frequent-ngram.csv,0.643083426289,0.58539221254,0.561975713819,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/frequent-ngram/sentiment/skip/240-3-1672034009.xml,result_file
v6,sentiment,frequent-ngram,3,3,5,3,7,100,0.15,0.85,none,resources/text//sentiment/175841914.txt,resources/results/skip/frequent-ngram/sentiment/skip//240-3-1331720885.xml,0.726,,found,resources/results/reviewer1/comment1-sentiment-frequent-ngram.csv,0.655772618025,0.583598836756,0.556610683576,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/frequent-ngram/sentiment/skip/240-3-1331720885.xml,result_file
v7,sentiment,frequent-ngram,4,4,1,4,7,100,0.15,0.85,none,resources/text//sentiment/175842999.txt,resources/results/skip/frequent-ngram/sentiment/skip//240-4--1003403537.xml,0.7101,,found,resources/results/reviewer1/comment1-sentiment-frequent-ngram.csv,0.644847601396,0.57861616875,0.551513386684,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/frequent-ngram/sentiment/skip/240-4--1003403537.xml,result_file
v8,sentiment,frequent-ngram,4,4,3,4,7,100,0.15,0.85,none,resources/text//sentiment/175843685.txt,resources/results/skip/frequent-ngram/sentiment/skip//240-4--1343716661.xml,0.7382,,found,resources/results/reviewer1/comment1-sentiment-frequent-ngram.csv,0.64462254849,0.587802659706,0.574342767092,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/frequent-ngram/sentiment/skip/240-4--1343716661.xml,result_file
v9,sentiment,frequent-ngram,4,4,5,4,7,100,0.15,0.85,none,resources/text//sentiment/175844371.txt,resources/results/skip/frequent-ngram/sentiment/skip//240-4--1684029785.xml,0.7301,,found,resources/results/reviewer1/comment1-sentiment-frequent-ngram.csv,0.642813972075,0.580432120194,0.567692387441,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/frequent-ngram/sentiment/skip/240-4--1684029785.xml,result_file
v1,sentiment,lm-lemma,2,2,1,2,7,100,0.15,0.85,none,resources/text//sentiment/-1392569637.txt,resources/results/skip/lm-lemma/sentiment/skip//240-2-1659686289.xml,0.8161,,found,resources/results/reviewer1/comment1-sentiment-lm-lemma.csv,0.700751876044,0.647745811088,0.637385306517,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-lemma/sentiment/skip/240-2-1659686289.xml,result_file
v2,sentiment,lm-lemma,2,2,3,2,7,100,0.15,0.85,none,resources/text//sentiment/-1392568951.txt,resources/results/skip/lm-lemma/sentiment/skip//240-2-1319373165.xml,0.8144,,found,resources/results/reviewer1/comment1-sentiment-lm-lemma.csv,0.714927042575,0.639450137693,0.625718199097,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-lemma/sentiment/skip/240-2-1319373165.xml,result_file
v3,sentiment,lm-lemma,2,2,5,2,7,100,0.15,0.85,none,resources/text//sentiment/-1392568265.txt,resources/results/skip/lm-lemma/sentiment/skip//240-2-979060041.xml,0.7807,,found,resources/results/reviewer1/comment1-sentiment-lm-lemma.csv,0.684350962802,0.624905562619,0.606431380369,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-lemma/sentiment/skip/240-2-979060041.xml,result_file
v4,sentiment,lm-lemma,3,3,1,3,7,100,0.15,0.85,none,resources/text//sentiment/-1392567180.txt,resources/results/skip/lm-lemma/sentiment/skip//240-3--1356064381.xml,0.8122,,found,resources/results/reviewer1/comment1-sentiment-lm-lemma.csv,0.699595621118,0.641706426386,0.628651520827,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-lemma/sentiment/skip/240-3--1356064381.xml,result_file
v5,sentiment,lm-lemma,3,3,3,3,7,100,0.15,0.85,none,resources/text//sentiment/-1392566494.txt,resources/results/skip/lm-lemma/sentiment/skip//240-3--1696377505.xml,0.8121,,found,resources/results/reviewer1/comment1-sentiment-lm-lemma.csv,0.707216396548,0.643633264693,0.633383929625,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-lemma/sentiment/skip/240-3--1696377505.xml,result_file
v6,sentiment,lm-lemma,3,3,5,3,7,100,0.15,0.85,none,resources/text//sentiment/-1392565808.txt,resources/results/skip/lm-lemma/sentiment/skip//240-3--2036690629.xml,0.7942,,found,resources/results/reviewer1/comment1-sentiment-lm-lemma.csv,0.678690849378,0.634372083216,0.62019261333,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-lemma/sentiment/skip/240-3--2036690629.xml,result_file
v7,sentiment,lm-lemma,4,4,1,4,7,100,0.15,0.85,none,resources/text//sentiment/-1392564723.txt,resources/results/skip/lm-lemma/sentiment/skip//240-4--76847755.xml,0.8171,,found,resources/results/reviewer1/comment1-sentiment-lm-lemma.csv,0.702286667528,0.644851286001,0.633145275317,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-lemma/sentiment/skip/240-4--76847755.xml,result_file
v8,sentiment,lm-lemma,4,4,3,4,7,100,0.15,0.85,none,resources/text//sentiment/-1392564037.txt,resources/results/skip/lm-lemma/sentiment/skip//240-4--417160879.xml,0.8165,,found,resources/results/reviewer1/comment1-sentiment-lm-lemma.csv,0.725383969111,0.634221044358,0.617644425991,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-lemma/sentiment/skip/240-4--417160879.xml,result_file
v9,sentiment,lm-lemma,4,4,5,4,7,100,0.15,0.85,none,resources/text//sentiment/-1392563351.txt,resources/results/skip/lm-lemma/sentiment/skip//240-4--757474003.xml,0.7987,,found,resources/results/reviewer1/comment1-sentiment-lm-lemma.csv,0.707283867043,0.634317767765,0.615423425365,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-lemma/sentiment/skip/240-4--757474003.xml,result_file
v10,sentiment,lm-lemma,3,3,3,3,7,100,0.0,1.0,none,resources/text//sentiment/-2079644288.txt,resources/results/skip/lm-lemma/sentiment/skip//240-3-1242594459.xml,0.8082,,found,resources/results/reviewer1/comment1-sentiment-lm-lemma.csv,0.711274591329,0.642867705229,0.629874795504,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-lemma/sentiment/skip/240-3-1242594459.xml,result_file
v11,sentiment,lm-lemma,3,3,3,3,7,100,0.0,1.0,inverse_parts,resources/text//sentiment/-1747506257.txt,resources/results/skip/lm-lemma/sentiment/skip//240-3-1922520633.xml,0.8128,,found,resources/results/reviewer1/comment1-sentiment-lm-lemma.csv,0.693585455317,0.647218183221,0.635650582801,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-lemma/sentiment/skip/240-3-1922520633.xml,result_file
v12,sentiment,lm-lemma,3,3,3,3,7,100,0.0,1.0,inverse_sqrt_parts,resources/text//sentiment/1689808136.txt,resources/results/skip/lm-lemma/sentiment/skip//240-3-1599431083.xml,0.8177,,found,resources/results/reviewer1/comment1-sentiment-lm-lemma.csv,0.697311078322,0.654306751213,0.646935347752,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-lemma/sentiment/skip/240-3-1599431083.xml,result_file
v13,sentiment,lm-lemma,3,3,3,3,7,100,0.0,1.0,inverse_log_parts,resources/text//sentiment/1363077970.txt,resources/results/skip/lm-lemma/sentiment/skip//240-3--977129025.xml,0.816,,found,resources/results/reviewer1/comment1-sentiment-lm-lemma.csv,0.715595264244,0.639206598494,0.622813492628,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-lemma/sentiment/skip/240-3--977129025.xml,result_file
v14,sentiment,lm-lemma,3,3,3,3,7,100,0.05,0.95,none,resources/text//sentiment/941152357.txt,resources/results/skip/lm-lemma/sentiment/skip//240-3--1305666523.xml,0.7954,,found,resources/results/reviewer1/comment1-sentiment-lm-lemma.csv,0.696154836442,0.63098563112,0.611386018133,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-lemma/sentiment/skip/240-3--1305666523.xml,result_file
v15,sentiment,lm-lemma,3,3,3,3,7,100,0.05,0.95,inverse_parts,resources/text//sentiment/1273290388.txt,resources/results/skip/lm-lemma/sentiment/skip//240-3--625740349.xml,0.8147,,found,resources/results/reviewer1/comment1-sentiment-lm-lemma.csv,0.71179429458,0.642382558098,0.626651362746,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-lemma/sentiment/skip/240-3--625740349.xml,result_file
v16,sentiment,lm-lemma,3,3,3,3,7,100,0.05,0.95,inverse_sqrt_parts,resources/text//sentiment/415637485.txt,resources/results/skip/lm-lemma/sentiment/skip//240-3--948829899.xml,0.8111,,found,resources/results/reviewer1/comment1-sentiment-lm-lemma.csv,0.713204416802,0.638848355996,0.625406491221,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-lemma/sentiment/skip/240-3--948829899.xml,result_file
v17,sentiment,lm-lemma,3,3,3,3,7,100,0.05,0.95,inverse_log_parts,resources/text//sentiment/88907319.txt,resources/results/skip/lm-lemma/sentiment/skip//240-3-769577289.xml,0.8102,,found,resources/results/reviewer1/comment1-sentiment-lm-lemma.csv,0.691311217657,0.643731413579,0.634552518197,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-lemma/sentiment/skip/240-3-769577289.xml,result_file
v18,sentiment,lm-lemma,3,3,3,3,7,100,0.15,0.85,inverse_parts,resources/text//sentiment/2119117743.txt,resources/results/skip/lm-lemma/sentiment/skip//240-3-1770477113.xml,0.8151,,found,resources/results/reviewer1/comment1-sentiment-lm-lemma.csv,0.706216034275,0.642759952192,0.62695831233,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-lemma/sentiment/skip/240-3-1770477113.xml,result_file
v19,sentiment,lm-lemma,3,3,3,3,7,100,0.15,0.85,inverse_sqrt_parts,resources/text//sentiment/1261464840.txt,resources/results/skip/lm-lemma/sentiment/skip//240-3-1447387563.xml,0.8244,,found,resources/results/reviewer1/comment1-sentiment-lm-lemma.csv,0.726265689882,0.643836626453,0.633719918882,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-lemma/sentiment/skip/240-3-1447387563.xml,result_file
v20,sentiment,lm-lemma,3,3,3,3,7,100,0.15,0.85,inverse_log_parts,resources/text//sentiment/934734674.txt,resources/results/skip/lm-lemma/sentiment/skip//240-3--1129172545.xml,0.7965,,found,resources/results/reviewer1/comment1-sentiment-lm-lemma.csv,0.680963983963,0.633663436648,0.620895203222,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-lemma/sentiment/skip/240-3--1129172545.xml,result_file
v21,sentiment,lm-lemma,3,3,3,3,7,100,0.3,0.7,none,resources/text//sentiment/-1782897280.txt,resources/results/skip/lm-lemma/sentiment/skip//240-3--781157221.xml,0.8225,,completed,resources/results/reviewer1/comment1-sentiment-lm-lemma.csv,0.723358779587,0.647593140263,0.635190656986,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-lemma/sentiment/skip/240-3--781157221.xml,result_file
v22,sentiment,lm-lemma,3,3,3,3,7,100,0.3,0.7,inverse_parts,resources/text//sentiment/-1450759249.txt,resources/results/skip/lm-lemma/sentiment/skip//240-3--101231047.xml,0.8126,,completed,resources/results/reviewer1/comment1-sentiment-lm-lemma.csv,0.714578366315,0.641840467165,0.627702420218,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-lemma/sentiment/skip/240-3--101231047.xml,result_file
v23,sentiment,lm-lemma,3,3,3,3,7,100,0.3,0.7,inverse_sqrt_parts,resources/text//sentiment/1986555144.txt,resources/results/skip/lm-lemma/sentiment/skip//240-3--424320597.xml,0.815,,completed,resources/results/reviewer1/comment1-sentiment-lm-lemma.csv,0.714379343841,0.642563318754,0.626573965891,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-lemma/sentiment/skip/240-3--424320597.xml,result_file
v24,sentiment,lm-lemma,3,3,3,3,7,100,0.3,0.7,inverse_log_parts,resources/text//sentiment/1659824978.txt,resources/results/skip/lm-lemma/sentiment/skip//240-3-1294086591.xml,0.7984,,completed,resources/results/reviewer1/comment1-sentiment-lm-lemma.csv,0.682465635277,0.635826621253,0.619633225643,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-lemma/sentiment/skip/240-3-1294086591.xml,result_file
v25,sentiment,lm-lemma,3,3,3,3,7,100,0.5,0.5,none,resources/text//sentiment/-1189403264.txt,resources/results/skip/lm-lemma/sentiment/skip//240-3--533693285.xml,0.7964,,completed,resources/results/reviewer1/comment1-sentiment-lm-lemma.csv,0.68895640412,0.631731372809,0.615608303412,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-lemma/sentiment/skip/240-3--533693285.xml,result_file
v26,sentiment,lm-lemma,3,3,3,3,7,100,0.5,0.5,inverse_parts,resources/text//sentiment/-857265233.txt,resources/results/skip/lm-lemma/sentiment/skip//240-3-146232889.xml,0.8126,,completed,resources/results/reviewer1/comment1-sentiment-lm-lemma.csv,0.695305757539,0.64685304743,0.636216511928,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-lemma/sentiment/skip/240-3-146232889.xml,result_file
v27,sentiment,lm-lemma,3,3,3,3,7,100,0.5,0.5,inverse_sqrt_parts,resources/text//sentiment/-1714918136.txt,resources/results/skip/lm-lemma/sentiment/skip//240-3--176856661.xml,0.8132,,completed,resources/results/reviewer1/comment1-sentiment-lm-lemma.csv,0.697589622849,0.649200591717,0.638457789749,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-lemma/sentiment/skip/240-3--176856661.xml,result_file
v28,sentiment,lm-lemma,3,3,3,3,7,100,0.5,0.5,inverse_log_parts,resources/text//sentiment/-2041648302.txt,resources/results/skip/lm-lemma/sentiment/skip//240-3-1541550527.xml,0.8025,,completed,resources/results/reviewer1/comment1-sentiment-lm-lemma.csv,0.685485042489,0.639190312426,0.624693089943,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-lemma/sentiment/skip/240-3-1541550527.xml,result_file
v1,sentiment,lm-rank,2,2,1,2,7,100,0.15,0.85,none,resources/text//sentiment/249431159.txt,resources/results/skip/lm-rank/sentiment/skip//240-2--1826068211.xml,0.8157,,completed,resources/results/reviewer1/comment1-sentiment-lm-rank.csv,0.724122572278,0.631335751654,0.610352061187,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-rank/sentiment/skip/240-2--1826068211.xml,result_file
v2,sentiment,lm-rank,2,2,3,2,7,100,0.15,0.85,none,resources/text//sentiment/249431845.txt,resources/results/skip/lm-rank/sentiment/skip//240-2-2128585961.xml,0.7763,,completed,resources/results/reviewer1/comment1-sentiment-lm-rank.csv,0.67059189519,0.615204885344,0.603944106895,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-rank/sentiment/skip/240-2-2128585961.xml,result_file
v3,sentiment,lm-rank,2,2,5,2,7,100,0.15,0.85,none,resources/text//sentiment/249432531.txt,resources/results/skip/lm-rank/sentiment/skip//240-2-1788272837.xml,0.7991,,completed,resources/results/reviewer1/comment1-sentiment-lm-rank.csv,0.712249830786,0.623512290606,0.607960084047,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-rank/sentiment/skip/240-2-1788272837.xml,result_file
v4,sentiment,lm-rank,3,3,1,3,7,100,0.15,0.85,none,resources/text//sentiment/249433616.txt,resources/results/skip/lm-rank/sentiment/skip//240-3--546851585.xml,0.8095,,completed,resources/results/reviewer1/comment1-sentiment-lm-rank.csv,0.722669353505,0.628470503863,0.609934708699,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-rank/sentiment/skip/240-3--546851585.xml,result_file
v5,sentiment,lm-rank,3,3,3,3,7,100,0.15,0.85,none,resources/text//sentiment/249434302.txt,resources/results/skip/lm-rank/sentiment/skip//240-3--887164709.xml,0.7619,,completed,resources/results/reviewer1/comment1-sentiment-lm-rank.csv,0.656715881729,0.611644890937,0.59276397302,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-rank/sentiment/skip/240-3--887164709.xml,result_file
v6,sentiment,lm-rank,3,3,5,3,7,100,0.15,0.85,none,resources/text//sentiment/249434988.txt,resources/results/skip/lm-rank/sentiment/skip//240-3--1227477833.xml,0.7796,,found,resources/results/reviewer1/comment1-sentiment-lm-rank.csv,0.684525355332,0.618396366565,0.599763401716,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-rank/sentiment/skip/240-3--1227477833.xml,result_file
v7,sentiment,lm-rank,4,4,1,4,7,100,0.15,0.85,none,resources/text//sentiment/249436073.txt,resources/results/skip/lm-rank/sentiment/skip//240-4-732365041.xml,0.8093,,found,resources/results/reviewer1/comment1-sentiment-lm-rank.csv,0.710364632988,0.63886100152,0.625708420321,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-rank/sentiment/skip/240-4-732365041.xml,result_file
v8,sentiment,lm-rank,4,4,3,4,7,100,0.15,0.85,none,resources/text//sentiment/249436759.txt,resources/results/skip/lm-rank/sentiment/skip//240-4-392051917.xml,0.7915,,found,resources/results/reviewer1/comment1-sentiment-lm-rank.csv,0.684396654542,0.627048206873,0.614065843382,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-rank/sentiment/skip/240-4-392051917.xml,result_file
v9,sentiment,lm-rank,4,4,5,4,7,100,0.15,0.85,none,resources/text//sentiment/249437445.txt,resources/results/skip/lm-rank/sentiment/skip//240-4-51738793.xml,0.7992,,found,resources/results/reviewer1/comment1-sentiment-lm-rank.csv,0.695768212663,0.628774559824,0.615280429532,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-rank/sentiment/skip/240-4-51738793.xml,result_file
v10,sentiment,lm-rank,3,3,3,3,7,100,0.0,1.0,none,resources/text//sentiment/-437643492.txt,resources/results/skip/lm-rank/sentiment/skip//240-3-2051807255.xml,0.7841,,found,resources/results/reviewer1/comment1-sentiment-lm-rank.csv,0.674644336646,0.625827360981,0.608788307947,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-rank/sentiment/skip/240-3-2051807255.xml,result_file
v11,sentiment,lm-rank,3,3,3,3,7,100,0.0,1.0,inverse_parts,resources/text//sentiment/-105505461.txt,resources/results/skip/lm-rank/sentiment/skip//240-3--1563233867.xml,0.7856,,found,resources/results/reviewer1/comment1-sentiment-lm-rank.csv,0.690033509526,0.621312650993,0.603412065133,/run/media/wolf/KIOXIA/SentencePartitioning/resources/results/skip/lm-rank/sentiment/skip/240-3--1563233867.xml,result_file
